Readings at 24V,,,,,,,,,,,,,,,,,readings at 12V,,,,,,,,,,
time,Raw current,average current,,time,Raw current,average current,,time,Raw current,average current,,final_avg,,,,,time,Raw current,average current,,time,Raw current,average current,,time,Raw current,average current
2.001339063,224.7,172,,2.001563342,172,251,,2.001332411,251,224.7,,215.9,,,,,2.004226349,251,251,,2.00458763,198.3,264.15,,2.004115538,224.7,185.15
2.003990912,172,185.15,,2.004163117,251,264.15,,2.003911834,145.7,237.85,,229.05,,,,,2.007199193,198.3,251,,2.007280365,277.3,251,,2.006508885,119.4,215.8666667
2.006380205,251,207.1,,2.007025076,198.3,259.7666667,,2.006348702,251,215.9,,227.5888889,,,,,2.010136333,277.3,257.575,,2.01010421,145.7,237.825,,2.009639174,277.3,218.075
2.009547479,224.7,198.325,,2.009995221,251,237.825,,2.008655959,172,204.925,,213.6916667,,,,,2.012336642,198.3,261.52,,2.012711148,277.3,240.46,,2.012440501,329.9,214.12
2.011825587,198.3,198.32,,2.01220307,198.3,240.46,,2.010873698,198.3,203.6,,214.1266667,,,,,2.014853543,224.7,259.7666667,,2.01586627,277.3,233.4333333,,2.015424272,224.7,224.65
2.014166343,251,211.4833333,,2.015174604,145.7,233.4333333,,2.014059194,224.7,202.7166667,,215.8777778,,,,,2.017354277,277.3,258.5142857,,2.018496504,251,239.7,,2.018027692,251,228.4142857
2.016788469,251,205.8428571,,2.017908768,251,232.1857143,,2.01671384,224.7,205.8571429,,214.6285714,,,,,2.019575012,251,264.15,,2.02073448,224.7,241.1125,,2.020806649,172,234.525
2.019227337,198.3,211.4875,,2.020335932,303.6,231.25,,2.019256134,198.3,204.9125,,215.8833333,,,,,2.022213857,251,259.7666667,,2.023138826,172,239.2888889,,2.023545587,251,233.4333333
2.022119203,145.7,210.0222222,,2.022573985,303.6,236.3666667,,2.022458741,224.7,207.1111111,,217.8333333,,,,,2.02493572,172,250.99,,2.025854024,251,235.19,,2.026310618,303.6,235.19
2.025831495,277.3,206.22,,2.024716001,251,237.83,,2.026988774,172,206.23,,216.76,,,,,2.027609269,251,243.8090909,,2.028349999,172,236.6272727,,2.029850518,172,236.6272727
2.030581563,172,207.9,,2.026929646,277.3,241.4181818,,2.031054492,198.3,203.1181818,,217.4787879,,,,,2.030321095,224.7,248.7916667,,2.030797086,277.3,231.2416667,,2.032377104,224.7,237.825
2.034792965,198.3,211.4916667,,2.029350218,277.3,242.2166667,,2.033643267,303.6,207.1083333,,220.2722222,,,,,2.032741403,277.3,242.8846154,,2.033126543,172,232.7615385,,2.034939839,251,238.8384615
2.037507629,198.3,212.5076923,,2.03163666,251,236.8153846,,2.036105228,224.7,204.4076923,,217.9102564,,,,,2.035532655,277.3,237.8214286,,2.035363186,198.3,226.5428571,,2.037414797,224.7,237.8285714
2.039888033,277.3,213.3785714,,2.034263934,251,232.1857143,,2.039893705,172,205.8571429,,217.1404762,,,,,2.038010445,172,238.7,,2.037663699,224.7,224.66,,2.039637144,172,233.44
2.043218881,277.3,214.1333333,,2.036714413,224.7,229.9266667,,2.042246036,172,207.1133333,,217.0577778,,,,,2.040420957,251,236.175,,2.040013619,172,223.0125,,2.041862343,172,227.95625
2.045822229,224.7,213.14375,,2.038996874,251,229.6,,2.044539145,198.3,206.5625,,216.4354167,,,,,2.045538184,224.7,233.9470588,,2.044836589,224.7,226.2058824,,2.04694959,303.6,224.6647059
2.051393463,145.7,216.9176471,,2.04332698,277.3,230.8588235,,2.04949464,277.3,209.1764706,,218.9843137,,,,,2.047833067,277.3,236.3555556,,2.047354083,251,226.1222222,,2.049335048,198.3,224.6666667
2.053754867,224.7,220.2722222,,2.045699699,198.3,233.4388889,,2.052020619,198.3,207.1111111,,220.2740741,,,,,2.049927117,198.3,238.5105263,,2.049666466,185.2,223.2736842,,2.051501302,251,223.2789474
2.056046513,224.7,217.7315789,,2.048627826,303.6,230.2052632,,2.05517293,224.7,210.8052632,,219.5807018,,,,,2.052067093,251,241.765,,2.052028701,198.3,222.025,,2.053695223,198.3,220.715
2.05852538,224.7,214.13,,2.053087395,277.3,229.93,,2.057606132,224.7,210.18,,218.08,,,,,2.054397975,303.6,241.765,,2.054196752,172,218.075,,2.056054385,172,225.98
2.060870006,251,219.395,,2.055883651,251,227.295,,2.060006889,251,208.86,,218.5166667,,,,,2.056708543,198.3,243.08,,2.056355932,224.7,212.81,,2.058390491,251,223.35
2.06325954,277.3,222.03,,2.060221812,277.3,225.98,,2.062604812,224.7,203.595,,217.2016667,,,,,2.059608906,251,239.13,,2.058523926,172,212.81,,2.060839689,145.7,219.4
2.065690574,277.3,219.395,,2.064240401,172,224.665,,2.065260976,277.3,206.23,,216.7633333,,,,,2.061950511,251,239.13,,2.060760328,224.7,214.13,,2.063070314,251,220.715
2.070574735,198.3,219.395,,2.067951433,251,228.615,,2.067954566,172,211.495,,219.835,,,,,2.064689633,277.3,239.13,,2.062912582,224.7,212.815,,2.065299253,277.3,222.035
2.077383949,172,219.395,,2.070766486,172,228.615,,2.071480081,251,214.13,,220.7133333,,,,,2.069055159,277.3,237.815,,2.065159522,198.3,212.815,,2.068129043,224.7,218.085
2.081247629,303.6,218.08,,2.073821945,198.3,228.615,,2.075422243,251,215.45,,220.715,,,,,2.071634726,172,233.865,,2.067461183,198.3,207.55,,2.072117812,251,214.135
2.085105717,198.3,223.345,,2.076230739,224.7,229.93,,2.079917609,145.7,214.13,,222.4683333,,,,,2.07510918,251,231.235,,2.069645937,172,202.285,,2.075108027,224.7,212.82
2.088411361,224.7,219.395,,2.078873643,224.7,229.93,,2.082799125,198.3,218.08,,222.4683333,,,,,2.077715691,198.3,228.6,,2.072049783,224.7,200.965,,2.078951482,277.3,212.82
2.091800486,277.3,222.03,,2.082191325,224.7,224.665,,2.086304529,251,215.445,,220.7133333,,,,,2.080210814,277.3,233.865,,2.074312129,251,202.285,,2.081886105,224.7,210.185
2.094850352,198.3,223.345,,2.084608285,224.7,224.665,,2.089846506,198.3,218.08,,222.03,,,,,2.083525509,172,237.815,,2.076625568,277.3,202.285,,2.084666025,277.3,208.87
2.097518423,172,222.025,,2.087064523,251,219.4,,2.09261893,198.3,219.395,,220.2733333,,,,,2.086317631,277.3,236.5,,2.078997692,277.3,206.235,,2.087570907,277.3,206.235
2.100218586,198.3,220.71,,2.089728631,303.6,216.765,,2.09557976,145.7,216.76,,218.0783333,,,,,2.088838921,251,239.135,,2.081436445,224.7,203.6,,2.09061353,224.7,200.97
2.102769843,277.3,220.71,,2.092536794,198.3,223.345,,2.098108035,172,223.34,,222.465,,,,,2.091459933,277.3,240.45,,2.083650218,303.6,203.6,,2.094111263,303.6,202.285
2.105409413,224.7,216.76,,2.09512281,198.3,227.295,,2.100458588,277.3,224.655,,222.9033333,,,,,2.093766945,172,235.185,,2.08596962,251,207.55,,2.096593924,224.7,206.235
2.108033873,198.3,215.44,,2.098036029,172,228.615,,2.102859197,251,222.02,,222.025,,,,,2.096027309,172,237.82,,2.08835191,224.7,211.5,,2.099042104,198.3,212.815
2.110770536,224.7,218.075,,2.100738767,224.7,228.615,,2.105548046,198.3,222.02,,222.9033333,,,,,2.098601395,277.3,239.14,,2.090579479,172,208.87,,2.101595913,251,214.13
2.113349662,198.3,214.125,,2.103212505,198.3,227.3,,2.10858008,198.3,222.02,,221.1483333,,,,,2.10144561,172,237.825,,2.09358436,251,207.55,,2.105212664,303.6,214.13
2.116034844,303.6,211.495,,2.105756576,277.3,225.985,,2.111330651,198.3,223.335,,220.2716667,,,,,2.103897066,172,236.51,,2.096600187,224.7,207.55,,2.10812388,198.3,212.815
2.118617267,145.7,212.81,,2.109112868,119.4,228.62,,2.114101241,198.3,224.65,,222.0266667,,,,,2.106971114,172,231.245,,2.101023435,277.3,208.87,,2.110875559,198.3,218.08
2.120955708,277.3,216.76,,2.114776103,172,228.62,,2.11660859,172,224.65,,223.3433333,,,,,2.10941894,172,229.925,,2.10452026,277.3,211.505,,2.114095903,198.3,211.5
2.123346705,303.6,212.81,,2.119255431,277.3,229.94,,2.118848329,172,223.335,,222.0283333,,,,,2.11223397,224.7,225.98,,2.107359864,277.3,211.505,,2.116849675,172,215.45
2.125856036,277.3,212.81,,2.124233962,277.3,229.94,,2.121394363,172,228.6,,223.7833333,,,,,2.114988407,277.3,227.295,,2.109974025,277.3,215.45,,2.11936154,277.3,218.085
2.128858236,251,215.445,,2.12842905,198.3,227.305,,2.123886565,198.3,225.965,,222.905,,,,,2.118283547,198.3,225.98,,2.112494852,277.3,216.765,,2.121990497,198.3,215.45
2.132101917,251,216.76,,2.13182625,224.7,227.305,,2.126753543,251,222.015,,222.0266667,,,,,2.120934521,277.3,224.665,,2.115942103,172,215.445,,2.124386436,277.3,219.395
2.136689615,198.3,220.71,,2.135489357,277.3,223.355,,2.130077243,224.7,223.33,,222.465,,,,,2.123258922,224.7,224.665,,2.118463004,251,218.08,,2.126767838,224.7,216.765
2.139939481,198.3,218.075,,2.138633539,198.3,224.675,,2.133504721,172,223.33,,222.0266667,,,,,2.126326099,172,227.3,,2.120660962,277.3,223.345,,2.129491795,303.6,216.765
2.14323718,224.7,219.39,,2.141260184,277.3,220.725,,2.136420681,251,223.33,,221.1483333,,,,,2.130117737,224.7,225.985,,2.122991919,224.7,231.24,,2.132116659,198.3,220.71
2.146929194,277.3,222.025,,2.144297514,198.3,220.725,,2.140438566,329.9,216.75,,219.8333333,,,,,2.133530469,251,225.985,,2.125317154,198.3,232.56,,2.134538506,198.3,216.76
2.149753431,251,223.34,,2.147133214,277.3,224.675,,2.143884952,172,216.75,,221.5883333,,,,,2.136384795,198.3,224.67,,2.128106925,198.3,231.24,,2.136973537,303.6,219.395
2.153040075,198.3,223.34,,2.149554008,277.3,219.41,,2.146909689,251,216.75,,219.8333333,,,,,2.139738249,172,223.355,,2.130987252,172,235.185,,2.139391773,303.6,220.71
2.155634665,277.3,225.975,,2.152002042,251,222.045,,2.150010964,224.7,218.07,,222.03,,,,,2.142274798,198.3,219.405,,2.133387228,251,235.185,,2.141779841,277.3,220.71
2.158495994,198.3,227.29,,2.154566021,277.3,223.365,,2.152836443,224.7,218.07,,222.9083333,,,,,2.144665458,251,219.405,,2.135874888,145.7,235.185,,2.144230595,224.7,228.605
2.161592361,224.7,227.29,,2.157128147,172,220.735,,2.155830273,251,218.07,,222.0316667,,,,,2.147275766,277.3,222.04,,2.138255697,277.3,241.765,,2.146700997,145.7,224.655
2.164132098,172,228.605,,2.159711107,251,216.785,,2.158817492,198.3,218.07,,221.1533333,,,,,2.150143129,303.6,227.305,,2.140552988,251,241.765,,2.14917151,251,225.97
2.166864336,329.9,231.24,,2.16321227,145.7,218.1,,2.162907303,224.7,220.705,,223.3483333,,,,,2.152810899,303.6,223.355,,2.143046186,277.3,236.5,,2.151708875,251,220.705
2.169642684,224.7,229.925,,2.16553349,198.3,222.045,,2.1655753,251,224.655,,225.5416667,,,,,2.155402059,198.3,220.72,,2.145899253,251,236.5,,2.154138666,198.3,224.655
2.172481236,224.7,232.56,,2.168563857,303.6,219.41,,2.169162963,145.7,220.705,,224.225,,,,,2.157795275,251,219.405,,2.14848495,277.3,236.5,,2.156596049,172,223.335
2.175103122,172,237.82,,2.17139265,198.3,219.41,,2.172477071,172,224.655,,227.295,,,,,2.160448601,198.3,216.77,,2.151176703,251,239.135,,2.159150895,224.7,227.285
2.178206396,303.6,241.77,,2.174350776,277.3,215.46,,2.181009784,277.3,218.075,,225.1016667,,,,,2.162890243,185.2,220.72,,2.153809456,224.7,241.765,,2.161433112,277.3,227.285
2.180777392,198.3,241.77,,2.177543013,224.7,214.14,,2.184795762,277.3,214.13,,223.3466667,,,,,2.165205181,198.3,218.09,,2.156723912,251,241.765,,2.163748441,198.3,232.55
2.183715444,277.3,243.09,,2.180599806,198.3,214.14,,2.188828906,145.7,216.765,,224.665,,,,,2.1679536,224.7,218.09,,2.159093406,251,241.765,,2.166051195,198.3,231.23
2.186909181,251,240.455,,2.184025135,251,208.875,,2.192700624,198.3,214.13,,221.1533333,,,,,2.170365334,198.3,216.775,,2.161875955,224.7,235.185,,2.168323671,251,227.28
2.189735696,224.7,239.14,,2.187545057,224.7,214.14,,2.195757473,198.3,215.445,,222.9083333,,,,,2.17284368,251,218.09,,2.165260966,145.7,235.185,,2.170917795,172,227.28
2.192869099,224.7,239.14,,2.190934479,251,216.77,,2.199437155,172,216.765,,224.225,,,,,2.175726005,277.3,218.09,,2.168041885,251,240.45,,2.173904307,224.7,224.65
2.198221555,172,236.51,,2.194319383,224.7,218.085,,2.204135039,251,211.5,,222.0316667,,,,,2.178932386,224.7,218.09,,2.17078473,277.3,239.135,,2.177451873,224.7,225.965
2.201932088,198.3,239.145,,2.197929416,251,216.765,,2.207052869,251,210.18,,222.03,,,,,2.181635212,251,220.72,,2.17325752,198.3,236.505,,2.182199529,224.7,231.23
2.208094524,251,236.515,,2.201455356,172,220.715,,2.214173269,251,214.13,,223.7866667,,,,,2.187545678,224.7,220.72,,2.175992069,277.3,232.56,,2.188239108,224.7,225.97
2.212104075,224.7,236.515,,2.204986556,277.3,222.03,,2.217126488,224.7,216.76,,225.1016667,,,,,2.190966613,251,225.985,,2.178737618,172,231.24,,2.195261148,277.3,228.6
2.215149312,172,231.25,,2.207969312,198.3,220.715,,2.222016724,224.7,215.445,,222.47,,,,,2.193537458,277.3,225.985,,2.181611408,224.7,231.24,,2.199962397,251,228.6
2.21823916,198.3,229.935,,2.211007586,277.3,224.665,,2.227838478,145.7,212.81,,222.47,,,,,2.197006967,198.3,223.35,,2.183881995,277.3,223.345,,2.209823227,224.7,228.6
2.221509971,172,227.3,,2.213796898,198.3,224.665,,2.233326879,277.3,210.835,,220.9333333,,,,,2.199499405,198.3,222.035,,2.186880006,198.3,223.345,,2.215398381,198.3,229.92
2.224103838,198.3,227.3,,2.216312543,251,224.665,,2.237685005,172,213.47,,221.8116667,,,,,2.202025362,172,223.35,,2.189230149,224.7,222.03,,2.221597367,198.3,222.025
2.227039501,224.7,227.3,,2.219072207,172,224.665,,2.244950886,224.7,206.89,,219.6183333,,,,,2.204266282,277.3,222.035,,2.191557439,172,216.765,,2.224775101,224.7,228.605
2.22967496,277.3,232.565,,2.221745852,224.7,225.98,,2.249900307,251,206.89,,221.8116667,,,,,2.208465548,277.3,219.4,,2.194996764,198.3,212.815,,2.233287081,303.6,225.975
2.231972791,198.3,229.93,,2.224213294,251,223.345,,2.252660934,172,208.205,,220.4933333,,,,,2.211076763,224.7,220.715,,2.197652165,277.3,216.765,,2.236380334,224.7,231.24
2.23418288,224.7,228.61,,2.226767309,172,220.715,,2.259241446,198.3,206.89,,218.7383333,,,,,2.21512679,224.7,223.35,,2.200341714,251,219.395,,2.241261582,251,231.24
2.237016025,277.3,224.66,,2.229316529,172,222.03,,2.262930849,251,210.84,,219.1766667,,,,,2.221123663,251,222.03,,2.204865685,224.7,219.395,,2.244490594,277.3,233.875
2.239597688,224.7,222.03,,2.232178877,277.3,222.03,,2.268400825,198.3,204.26,,216.1066667,,,,,2.225927891,251,222.03,,2.20887912,198.3,220.71,,2.249746508,251,232.56
2.24208313,277.3,223.345,,2.234628226,198.3,223.345,,2.272371914,198.3,206.895,,217.8616667,,,,,2.228919235,224.7,220.715,,2.211732965,224.7,220.71,,2.254056591,251,231.245
2.244407145,172,224.66,,2.236834872,172,223.345,,2.277384576,198.3,216.105,,221.37,,,,,2.234180258,303.6,227.295,,2.215039105,251,224.655,,2.258685673,303.6,232.56
2.246702031,224.7,220.71,,2.239237147,224.7,222.025,,2.279878906,251,217.42,,220.0516667,,,,,2.23744249,303.6,227.295,,2.21812332,251,228.605,,2.262370961,251,233.88
2.249011269,251,218.08,,2.242064533,251,224.655,,2.283106144,277.3,221.37,,221.3683333,,,,,2.241405053,251,229.93,,2.221576293,172,235.185,,2.267845504,172,235.195
2.252072395,224.7,222.025,,2.246514731,277.3,222.025,,2.286800418,198.3,220.055,,221.3683333,,,,,2.244048398,277.3,231.245,,2.224369119,303.6,235.185,,2.272784475,251,237.83
2.254836651,251,222.025,,2.251277856,172,218.08,,2.291067691,224.7,217.42,,219.175,,,,,2.246700817,172,232.56,,2.227061613,145.7,232.555,,2.278965591,303.6,235.195
2.262926252,303.6,222.025,,2.256356665,251,218.08,,2.2937858,198.3,221.37,,220.4916667,,,,,2.251627304,303.6,232.56,,2.229853736,224.7,233.87,,2.281808269,251,235.195
2.265905155,198.3,223.34,,2.259825179,251,222.03,,2.296611112,277.3,222.69,,222.6866667,,,,,2.254451297,277.3,232.56,,2.232751747,198.3,237.815,,2.28732822,172,235.195
2.270937667,277.3,223.34,,2.263702138,198.3,220.715,,2.299924904,251,218.74,,220.9316667,,,,,2.257085308,251,232.56,,2.235345056,277.3,239.13,,2.290554491,198.3,236.51
2.274954366,224.7,227.285,,2.266777375,224.7,216.765,,2.303702956,145.7,217.425,,220.4916667,,,,,2.259674505,277.3,231.245,,2.237965142,198.3,239.13,,2.296369681,224.7,240.46
2.277704992,198.3,225.97,,2.269621687,224.7,214.13,,2.306788731,303.6,218.74,,219.6133333,,,,,2.263797031,251,232.56,,2.240672117,251,237.815,,2.299282675,198.3,236.51
2.280353156,198.3,229.92,,2.272407202,277.3,211.495,,2.313362002,224.7,218.74,,220.0516667,,,,,2.266776542,251,235.195,,2.243206407,251,239.13,,2.3030655,172,236.51
2.283099671,224.7,231.24,,2.274873236,251,212.81,,2.320900309,198.3,222.03,,222.0266667,,,,,2.269479238,119.4,237.83,,2.246299122,198.3,237.815,,2.312543219,277.3,237.825
2.285630223,251,231.24,,2.277349511,251,208.86,,2.323650214,172,218.08,,219.3933333,,,,,2.272520452,277.3,237.83,,2.249385726,198.3,244.395,,2.31556762,198.3,244.405
2.288742904,251,232.555,,2.279999897,251,210.175,,2.326238693,251,223.345,,222.025,,,,,2.275202723,224.7,236.51,,2.252534848,224.7,247.03,,2.318898335,172,243.09
2.291503623,224.7,229.925,,2.282634931,224.7,212.81,,2.329488597,277.3,223.345,,222.0266667,,,,,2.278124993,172,240.46,,2.256222413,277.3,248.35,,2.32256966,251,241.77
2.293955101,198.3,232.56,,2.285085021,198.3,214.13,,2.332607501,198.3,220.71,,222.4666667,,,,,2.28086893,224.7,243.095,,2.259011814,145.7,247.035,,2.325994485,172,240.455
2.296694005,172,236.51,,2.287562074,172,211.495,,2.33577509,251,222.025,,223.3433333,,,,,2.283627497,172,244.41,,2.262210269,224.7,244.405,,2.330192458,251,239.14
2.299367595,251,237.825,,2.290781922,172,214.13,,2.338850772,198.3,219.39,,223.7816667,,,,,2.286470934,224.7,248.36,,2.265480817,251,244.405,,2.340883804,224.7,239.14
2.301933906,224.7,232.56,,2.294603992,172,210.18,,2.342114139,145.7,224.655,,222.465,,,,,2.289667425,172,252.31,,2.269545881,277.3,240.455,,2.343361539,198.3,241.77
2.304248514,277.3,227.295,,2.297328748,172,215.445,,2.345089618,251,227.285,,223.3416667,,,,,2.292296085,277.3,248.36,,2.2740405,251,239.14,,2.345859756,172,240.455
2.306786974,198.3,227.295,,2.299810356,119.4,215.445,,2.349634132,224.7,225.97,,222.9033333,,,,,2.294988374,224.7,243.095,,2.277478362,277.3,236.51,,2.348559194,172,241.77
2.309158119,224.7,229.925,,2.302460205,172,216.765,,2.352239518,198.3,222.02,,222.9033333,,,,,2.297626867,145.7,239.145,,2.280827261,172,233.875,,2.351601854,224.7,241.77
2.31183732,277.3,237.82,,2.305225146,198.3,215.45,,2.35473459,251,219.39,,224.22,,,,,2.300351138,224.7,237.825,,2.284939862,303.6,227.295,,2.356450529,224.7,243.09
2.314704909,251,237.82,,2.30779431,251,216.765,,2.357300791,277.3,224.655,,226.4133333,,,,,2.302794613,198.3,235.195,,2.288422798,277.3,223.345,,2.359275282,251,240.455
2.317745997,277.3,241.77,,2.31071714,172,218.08,,2.360486899,277.3,228.605,,229.485,,,,,2.305060014,198.3,231.245,,2.291620994,172,220.71,,2.363479105,277.3,243.09
2.320641734,251,239.135,,2.313536489,251,218.08,,2.366020189,172,227.29,,228.1683333,,,,,2.307744655,277.3,231.245,,2.295924743,277.3,220.71,,2.367104671,224.7,245.725
2.323204898,277.3,239.135,,2.316201171,198.3,218.08,,2.369217834,198.3,225.97,,227.7283333,,,,,2.310309037,224.7,227.295,,2.298609552,224.7,216.765,,2.370209831,251,244.41
2.32546421,172,239.135,,2.319192297,303.6,219.395,,2.372842349,251,224.655,,227.7283333,,,,,2.312798494,251,224.66,,2.301453267,277.3,212.815,,2.374517636,198.3,241.775
2.32936039,145.7,235.19,,2.321660535,172,220.71,,2.382663098,251,228.605,,228.1683333,,,,,2.315580635,251,225.975,,2.304141279,277.3,215.45,,2.379213774,224.7,240.46
2.333013904,277.3,236.505,,2.323859311,198.3,219.395,,2.391798015,198.3,231.24,,229.0466667,,,,,2.318533645,303.6,224.66,,2.307039883,224.7,218.085,,2.384521484,224.7,244.41
2.336424548,224.7,233.87,,2.326710474,277.3,219.395,,2.396869714,224.7,232.56,,228.6083333,,,,,2.321049842,198.3,225.975,,2.310216468,277.3,219.405,,2.387391052,185.2,244.41
2.34288041,251,235.185,,2.329754211,251,216.76,,2.400135229,277.3,228.61,,226.8516667,,,,,2.323378225,224.7,228.605,,2.312660462,224.7,219.405,,2.393194021,251,241.775
2.349475328,251,235.185,,2.332845004,198.3,219.39,,2.408582387,224.7,232.56,,229.045,,,,,2.325790756,277.3,225.97,,2.315656103,277.3,214.14,,2.396567439,172,240.46
2.354940691,251,231.235,,2.337709091,198.3,215.44,,2.413119586,277.3,228.61,,225.095,,,,,2.328131861,251,227.29,,2.319689686,198.3,214.14,,2.399819284,251,240.46
2.360612091,251,229.915,,2.341396809,251,214.125,,2.416727008,224.7,228.61,,224.2166667,,,,,2.33120663,224.7,224.66,,2.322996326,172,216.77,,2.403499442,224.7,244.41
2.369766876,251,227.28,,2.34738521,251,216.755,,2.419817931,277.3,228.61,,224.215,,,,,2.334427362,277.3,222.025,,2.327709796,251,215.45,,2.407561155,303.6,243.095
2.373317612,198.3,222.015,,2.349998263,277.3,216.755,,2.423174724,224.7,225.98,,221.5833333,,,,,2.338025279,198.3,216.76,,2.331292362,277.3,214.13,,2.411514387,172,241.78
2.376596164,198.3,224.65,,2.352614852,172,212.805,,2.425845388,198.3,228.615,,222.0233333,,,,,2.341397048,172,216.76,,2.334272984,224.7,215.45,,2.417115523,172,243.095
2.381213862,224.7,224.65,,2.355503719,251,214.12,,2.428371737,251,223.35,,220.7066667,,,,,2.344052596,277.3,215.445,,2.337888142,251,219.4,,2.420499941,224.7,243.095
2.383660303,277.3,227.285,,2.358322809,303.6,208.855,,2.432322252,172,218.085,,218.075,,,,,2.347290736,224.7,214.13,,2.342015521,277.3,220.715,,2.424036859,224.7,245.725
2.386236355,224.7,227.285,,2.36104338,251,208.2,,2.435605656,198.3,215.455,,216.98,,,,,2.350173265,198.3,218.08,,2.345469217,224.7,222.03,,2.426681853,277.3,239.145
2.390419813,277.3,229.92,,2.363537766,145.7,205.565,,2.439311967,172,219.405,,218.2966667,,,,,2.354104569,251,223.345,,2.348424228,198.3,224.665,,2.429138033,172,241.775
2.396842379,172,223.34,,2.365932356,172,204.25,,2.441797816,224.7,218.085,,215.225,,,,,2.359449629,277.3,222.03,,2.350950666,251,228.615,,2.432120248,277.3,243.09
2.399611801,251,216.76,,2.368520908,224.7,202.935,,2.444501721,198.3,214.135,,211.2766667,,,,,2.3621934,224.7,218.08,,2.354819916,145.7,227.3,,2.435116427,172,249.67
2.402049613,145.7,212.81,,2.370963017,198.3,200.3,,2.447328274,251,211.5,,208.2033333,,,,,2.364788467,172,218.08,,2.358416389,172,227.3,,2.438199976,172,249.67
2.404528166,251,214.125,,2.373329625,198.3,204.25,,2.450061271,277.3,210.18,,209.5183333,,,,,2.367000628,172,215.445,,2.361141623,198.3,228.615,,2.440668526,224.7,250.985
2.407661625,172,214.125,,2.376038807,277.3,204.25,,2.452360583,277.3,214.13,,210.835,,,,,2.370274619,145.7,212.815,,2.364425819,277.3,228.615,,2.443060391,251,245.72
2.413119099,172,212.81,,2.378362619,224.7,204.25,,2.455483525,224.7,215.445,,210.835,,,,,2.373403889,172,216.765,,2.36829081,224.7,235.195,,2.445944532,224.7,244.405
2.415870244,172,215.44,,2.380809024,224.7,206.885,,2.459399039,224.7,216.76,,213.0283333,,,,,2.376282233,172,215.45,,2.371230821,251,235.195,,2.44829849,198.3,247.035
2.430908966,277.3,222.02,,2.383106929,224.7,210.835,,2.465960662,172,218.075,,216.9766667,,,,,2.378933059,172,212.815,,2.374857516,251,235.195,,2.450731559,198.3,245.72
2.43377474,251,220.705,,2.385295871,277.3,213.47,,2.470573954,251,219.39,,217.855,,,,,2.381384256,251,214.13,,2.377801416,198.3,237.825,,2.453297034,224.7,244.405
2.43651481,277.3,219.39,,2.387818701,172,210.84,,2.474431357,224.7,222.025,,217.4183333,,,,,2.384372711,251,215.445,,2.380762391,277.3,235.19,,2.456071121,198.3,247.04
2.43927077,251,215.44,,2.390039884,198.3,210.84,,2.477315206,277.3,220.71,,215.6633333,,,,,2.386907834,277.3,214.13,,2.383496347,251,237.825,,2.45895054,251,243.09
2.441943637,224.7,214.125,,2.3924659,251,210.84,,2.480310814,251,223.345,,216.1033333,,,,,2.389724957,303.6,212.81,,2.386481988,198.3,237.825,,2.461512516,224.7,243.09
2.444674189,172,215.445,,2.395404285,251,212.155,,2.482985163,224.7,220.71,,216.1033333,,,,,2.392054543,277.3,211.49,,2.38961724,172,231.245,,2.464132214,224.7,240.46
2.447340834,198.3,214.13,,2.398455541,277.3,206.89,,2.485890475,251,219.395,,213.4716667,,,,,2.394189371,251,215.44,,2.392295548,277.3,236.51,,2.46720854,172,243.09
2.453072919,251,219.395,,2.404633571,145.7,209.525,,2.48845638,198.3,223.34,,217.42,,,,,2.396586809,172,219.39,,2.395513633,329.9,241.775,,2.469655905,303.6,243.09
2.455808119,251,215.445,,2.409674936,277.3,214.79,,2.491378877,198.3,218.075,,216.1033333,,,,,2.399069635,277.3,218.075,,2.398202775,277.3,239.14,,2.471982215,224.7,241.775
2.458700282,303.6,215.445,,2.412573933,251,218.74,,2.493645004,277.3,223.34,,219.175,,,,,2.401194741,198.3,218.075,,2.400831491,198.3,239.14,,2.47567991,198.3,237.17
2.461450742,198.3,216.76,,2.415571392,224.7,218.74,,2.495995113,277.3,228.605,,221.3683333,,,,,2.40346255,172,223.34,,2.403693984,251,233.875,,2.479008366,251,230.59
2.464011868,277.3,214.125,,2.418683814,172,222.03,,2.50277931,277.3,224.655,,220.27,,,,,2.406741856,251,218.075,,2.406053756,172,232.56,,2.482701691,198.3,235.855
2.47040162,224.7,210.175,,2.421479904,172,223.345,,2.508439915,251,224.655,,219.3916667,,,,,2.409259608,198.3,216.76,,2.408237751,277.3,233.875,,2.485562703,277.3,230.59
2.472906913,277.3,212.81,,2.424714252,172,224.66,,2.511769375,303.6,223.34,,220.27,,,,,2.412828303,172,216.76,,2.41037219,251,232.56,,2.488510734,277.3,229.275
2.475378613,172,215.445,,2.427320416,145.7,227.29,,2.515760445,251,227.29,,223.3416667,,,,,2.41590848,251,219.395,,2.413226868,198.3,236.51,,2.492215688,277.3,225.33
2.477756073,172,215.445,,2.429761876,198.3,231.24,,2.519352386,198.3,228.61,,225.0983333,,,,,2.419297971,224.7,222.03,,2.415558344,198.3,237.83,,2.497826953,198.3,226.645
2.481286698,145.7,219.395,,2.432212003,277.3,229.925,,2.522293346,198.3,232.56,,227.2933333,,,,,2.421707668,277.3,224.665,,2.4184138,198.3,233.88,,2.501632704,198.3,221.38
2.484069825,224.7,218.08,,2.434535,251,224.66,,2.525133213,277.3,229.93,,224.2233333,,,,,2.423966347,198.3,231.245,,2.420672609,251,235.195,,2.504839716,224.7,224.01
